trial_id,trajectory_name,axis,k_index,n_samples,n_raw_samples,n_removed_samples,valid_fraction,passes_valid_fraction_threshold,duration_s,mean_eul_err_norm_deg,rms_eul_err_norm_deg,max_eul_err_norm_deg,median_eul_err_norm_deg,p95_eul_err_norm_deg,mean_error_angle_so3_deg,rms_error_angle_so3_deg,max_error_angle_so3_deg,mean_abs_roll_err_deg,mean_abs_pitch_err_deg,mean_abs_yaw_err_deg,rms_roll_err_deg,rms_pitch_err_deg,rms_yaw_err_deg,dominant_error_component,mean_eul_err_azimuth_deg,mean_eul_err_elevation_deg,n_direction_samples,relative_csv_path,relative_mat_path,source_muse_file,source_robot_file
muse_y_k014_t4_130,t4_130,y,14,1210,1210,0,1,1,9.672,0.9227605095295,1.0199567281,2.02641892279692,0.969650205650032,1.56083257046417,0.922652320003309,1.01988052553901,2.02554204652745,0.222324431287328,0.851813001907991,0.177430601145067,0.273308908543417,0.956902273704751,0.223499454777714,pitch_y,100.886664150046,-6.09385299856749,1162,trajectories/t4_130/y/aligned_quaternions.csv,trajectories/t4_130/y/aligned_quaternions.mat,t4_130_wst.txt,t4_130_wst.mat
muse_y_k015_t4_150,t4_150,y,15,979,979,0,1,1,7.824,2.0228796660074,2.21076520125379,4.10813749984395,2.06112469817203,3.6323715958049,2.02286729659038,2.21077680367276,4.10776858511065,0.193802397371886,1.99210779724462,0.204827241367958,0.242627215407725,2.18400594815168,0.242348566854247,pitch_y,88.0150729998568,-2.4667163181917,971,trajectories/t4_150/y/aligned_quaternions.csv,trajectories/t4_150/y/aligned_quaternions.mat,t4_150_wst.txt,t4_150_wst.mat
muse_y_k016_t4_30,t4_30,y,16,5728,5728,0,1,1,45.816,0.550084027537547,0.573053144261926,1.17803784005971,0.530639205650254,0.827637077672484,0.550251064464909,0.573232717005247,1.17807139385108,0.318763790247769,0.288320717382401,0.205137180055288,0.385087449912645,0.335927745246154,0.259326265623233,roll_x,-132.843989246986,-21.1659355967402,5675,trajectories/t4_30/y/aligned_quaternions.csv,trajectories/t4_30/y/aligned_quaternions.mat,t4_30_wst.txt,t4_30_wst.mat
muse_y_k017_t4_50,t4_50,y,17,3343,3343,0,1,1,26.736,0.811376439486342,0.837402813896538,1.56400750628061,0.795704546026368,1.17821612999637,0.811130949207171,0.83713625503563,1.56338141885594,0.229805093978875,0.733339960072982,0.167894278249473,0.302053752018882,0.756115886580877,0.195693049629184,pitch_y,105.162884856892,-11.641212170512,3342,trajectories/t4_50/y/aligned_quaternions.csv,trajectories/t4_50/y/aligned_quaternions.mat,t4_50_wst.txt,t4_50_wst.mat
muse_y_k018_t4_70,t4_70,y,18,2465,2465,0,1,1,19.712,0.937438792189357,0.961368168636752,1.53458688085072,0.971820785064636,1.24897770931428,0.937248087846176,0.96116031696832,1.53456794596617,0.230466041951768,0.874559257985087,0.132645861257355,0.302937787433778,0.893937078743592,0.182575879732462,pitch_y,100.253874802294,-6.56174131858511,2463,trajectories/t4_70/y/aligned_quaternions.csv,trajectories/t4_70/y/aligned_quaternions.mat,t4_70_wst.txt,t4_70_wst.mat
muse_y_k019_t4_90,t4_90,y,19,1842,1842,0,1,1,14.728,1.81617963244195,1.91205099958626,3.1343721577663,1.93109374108117,2.71264851471807,1.81616787362426,1.91210308821808,3.13259042282382,0.343775266603904,1.74059934513299,0.317539461938327,0.420876843081558,1.83042129795341,0.358273052259094,pitch_y,89.183846958493,-3.18215668684234,1841,trajectories/t4_90/y/aligned_quaternions.csv,trajectories/t4_90/y/aligned_quaternions.mat,t4_90_wst.txt,t4_90_wst.mat
muse_y_k020_t5,t5,y,20,3368,3368,0,1,1,26.936,2.03730952258761,2.32503298042536,4.08461697314026,2.00627590686726,3.80933361714926,2.03717858078309,2.32488409878121,4.08036363506173,1.99596415285949,0.199521239061232,0.186512941597771,2.29917678292976,0.250264839470392,0.238604256096308,roll_x,-176.81457448426,-4.0214733468617,3304,trajectories/t5/y/aligned_quaternions.csv,trajectories/t5/y/aligned_quaternions.mat,t5_wst.txt,t5_wst.mat
muse_y_k021_t7x_a1_w1,t7x_a1_w1,y,21,2629,2629,0,1,1,21.024,4.60389973658779,5.57779260777828,17.9879794812073,3.72864346562878,10.4313009829474,4.60505763680619,5.57631447516364,17.9112200843132,1.24566354875437,4.03862731666002,1.08460394376809,1.74234998453713,5.15633798871208,1.2199038703661,pitch_y,-67.9148221274669,21.7801863968228,2594,trajectories/t7x_a1_w1/y/aligned_quaternions.csv,trajectories/t7x_a1_w1/y/aligned_quaternions.mat,t7x_a1_w1_wst.txt,t7x_a1_w1_wst.mat
muse_y_k022_t7x_a1_w3,t7x_a1_w3,y,22,389,3113,2724,0.124959845807902,0,3.104,37.4428937546525,41.6847222645094,60.6661782052428,41.6711599312166,59.8942052064789,37.442549494703,41.684291152675,60.6653480319781,0.21882722780754,37.4407850908932,0.127500757852962,0.243211058591791,41.683712633391,0.158176316622648,pitch_y,-76.5769343508912,-0.089610870960973,370,trajectories/t7x_a1_w3/y/aligned_quaternions.csv,trajectories/t7x_a1_w3/y/aligned_quaternions.mat,t7x_a1_w3_wst.txt,t7x_a1_w3_wst.mat
muse_y_k023_t7x_a31_w1,t7x_a31_w1,y,23,1876,1876,0,1,1,15,4.71899158666382,5.58883151689179,12.6207980185069,4.16924315198508,11.0394359007784,4.71576859921243,5.58442426181238,12.6166964986592,1.79155945263462,4.06480510094748,0.290243236321986,2.05730897367881,5.17992035831937,0.413452043763411,pitch_y,-53.9330408488709,1.03609993219011,1845,trajectories/t7x_a31_w1/y/aligned_quaternions.csv,trajectories/t7x_a31_w1/y/aligned_quaternions.mat,t7x_a31_w1_wst.txt,t7x_a3_w1_wst.mat
muse_y_k024_t7x_a3_w3,t7x_a3_w3,y,24,1770,1770,0,1,1,14.152,7.63787259933901,8.22721009246486,14.0920683196564,7.71214196889653,12.632699117287,7.62762066827925,8.21072090650898,14.0006900537729,2.25532664807742,7.18639806082987,0.695551740707703,2.59190480900524,7.75070230441392,0.946376856735168,pitch_y,-73.0191757999984,0.2758217571024,1768,trajectories/t7x_a3_w3/y/aligned_quaternions.csv,trajectories/t7x_a3_w3/y/aligned_quaternions.mat,t7x_a3_w3_wst.txt,t7y_a3_w3_wst.mat
muse_y_k025_t7z_a1_w1,t7z_a1_w1,y,25,2563,2563,0,1,1,20.496,7.20314088857935,8.77523496143794,23.5869152858478,7.02663809471327,17.2650307642724,7.20822172464735,8.78256771382679,23.6161346199101,0.97561955999499,6.90909152571576,1.06728258573871,1.14408393585183,8.59984335636261,1.31852752045387,pitch_y,70.0628417897373,-9.84577974480261,2400,trajectories/t7z_a1_w1/y/aligned_quaternions.csv,trajectories/t7z_a1_w1/y/aligned_quaternions.mat,t7z_a1_w1_wst.txt,t7z_a1_w1_wst.mat
muse_y_k026_t7z_a1_w3,t7z_a1_w3,y,26,2609,2609,0,1,1,20.864,4.87258185638543,5.63933893432538,11.2102510709844,5.2910872767053,10.0238297379802,4.87335569759535,5.64238486652576,11.2616233777329,1.17918235519159,3.88343515164745,2.01650123970102,1.56605269143915,4.81123594214191,2.49030746954591,pitch_y,82.6528345616597,-32.516207320635,2592,trajectories/t7z_a1_w3/y/aligned_quaternions.csv,trajectories/t7z_a1_w3/y/aligned_quaternions.mat,t7z_a1_w3_wst.txt,t7z_a1_w3_wst.mat
muse_y_k027_t7z_a3_w1,t7z_a3_w1,y,27,1645,1645,0,1,1,13.152,6.31722072412674,7.26990561201024,14.6865506285174,6.22115587907339,12.7362142507418,6.31984162216844,7.27252085816654,14.6930028144591,0.967477328300467,6.11892136484615,0.67557121320568,1.03698739700132,7.14835584591473,0.822917642401145,pitch_y,75.0759118056184,-5.85229030463291,1610,trajectories/t7z_a3_w1/y/aligned_quaternions.csv,trajectories/t7z_a3_w1/y/aligned_quaternions.mat,t7z_a3_w1_wst.txt,t7z_a3_w1_wst.mat
muse_y_k028_t7z_a3_w3,t7z_a3_w3,y,28,1657,1657,0,1,1,13.248,9.84079927974613,10.6171358840423,16.3120892672925,10.844523556971,15.245867663118,9.82665937325019,10.6090663661873,16.3861617413975,1.75623814122027,8.31281996539913,4.19959110752807,2.28578194124767,9.17732261742683,4.82447146047629,pitch_y,95.0564864899733,-25.6662646097943,1625,trajectories/t7z_a3_w3/y/aligned_quaternions.csv,trajectories/t7z_a3_w3/y/aligned_quaternions.mat,t7z_a3_w3_wst.txt,t7z_a3_w3_wst.mat
muse_z_k001_t1,t1,z,1,6752,6752,0,1,1,54.008,3.22042729103454,3.59997525100258,5.72141383350638,3.58610157646575,5.11196222607599,3.22046798996115,3.59995297619441,5.73093571075959,1.75612037721474,2.28880627915359,0.148964500898323,2.1863688387452,2.85367099177223,0.190197212158221,pitch_y,-110.909729693423,2.41120264904758,6281,trajectories/t1/z/aligned_quaternions.csv,trajectories/t1/z/aligned_quaternions.mat,t1_wst.txt,t1_wst.mat
muse_z_k002_t2,t2,z,2,6970,6970,0,1,1,55.752,3.68476847494007,3.95785462556421,5.55373324720794,4.20723833503534,4.9887798824927,3.68373431390379,3.95672948835572,5.58871968721898,1.58612602133884,3.13883305565823,0.17295437460619,1.89642738270142,3.44887341098257,0.416471624793027,pitch_y,-93.4743522899663,-0.139541490278024,6562,trajectories/t2/z/aligned_quaternions.csv,trajectories/t2/z/aligned_quaternions.mat,t2_wst.txt,t2_wst.mat
muse_z_k003_t3_f1_a1,t3_f1_A1,z,3,1954,1954,0,1,1,15.624,0.20828403540039,0.217876042870189,0.402556478748138,0.20719156401934,0.314932620169045,0.208293039341275,0.217886040104186,0.402509956935927,0.131877631803339,0.0799181240652861,0.106019184064429,0.153996959200285,0.098012649922803,0.118947160827606,roll_x,-121.69658033887,3.24328193913091,1953,trajectories/t3_f1_a1/z/aligned_quaternions.csv,trajectories/t3_f1_a1/z/aligned_quaternions.mat,t3_f1_A1_wst.txt,t3_f1_A1_wst.mat
muse_z_k004_t3_f1_a2,t3_f1_A2,z,4,2393,2393,0,1,1,19.136,1.63894690979619,1.82732037406106,3.27351684569394,1.61024157418839,2.94272083067754,1.63900663175812,1.8273432518149,3.27172335675239,0.151194888658266,1.54774035372393,0.324785306897324,0.194187668178813,1.78287953037604,0.350330528432827,pitch_y,-96.370806432949,-1.52451780868782,2392,trajectories/t3_f1_a2/z/aligned_quaternions.csv,trajectories/t3_f1_a2/z/aligned_quaternions.mat,t3_f1_A2_wst.txt,t3_f1_A2_wst.mat
muse_z_k005_t3_f1_a3,t3_f1_A3,z,5,1961,1961,0,1,1,15.68,0.621110410326979,0.633671063451373,0.947459870316195,0.615097829039611,0.828494939377556,0.62113684254498,0.633700774272592,0.948549852790149,0.388681452401151,0.187884703452642,0.373426302665039,0.435434162250447,0.224151340543146,0.402109790397543,roll_x,-103.320633468167,-1.71798108965219,1960,trajectories/t3_f1_a3/z/aligned_quaternions.csv,trajectories/t3_f1_a3/z/aligned_quaternions.mat,t3_f1_A3_wst.txt,t3_f1_A3_wst.mat
muse_z_k006_t3_f2_a1,t3_f2_A1,z,6,990,990,0,1,1,7.912,3.94445970408815,4.75366028407521,9.07399189253674,3.63692530507861,7.87190491720556,3.94264156958447,4.75142258285431,9.07481195082169,0.596313650306648,0.518050654976671,3.74425970735846,0.62378658972722,0.625356402898308,4.67087847799796,yaw_z,-144.548704583506,49.3830232327051,974,trajectories/t3_f2_a1/z/aligned_quaternions.csv,trajectories/t3_f2_a1/z/aligned_quaternions.mat,t3_f2_A1_wst.txt,t3_f2_A1_wst.mat
muse_z_k007_t3_f2_a2,t3_f2_A2,z,7,911,911,0,1,1,7.28,0.916155266291615,0.981284963701326,2.63838194240888,0.886458562842313,1.49216702710037,0.916317039899736,0.981447011261856,2.63753650919464,0.322124395673114,0.577848076494419,0.473578738778627,0.413989205305669,0.65213867878103,0.605184485520263,pitch_y,-112.452322147222,-3.1541594205921,908,trajectories/t3_f2_a2/z/aligned_quaternions.csv,trajectories/t3_f2_a2/z/aligned_quaternions.mat,t3_f2_A2_wst.txt,t3_f2_A2_wst.mat
muse_z_k008_t3_f2_a3,t3_f2_A3,z,8,990,990,0,1,1,7.912,3.86820118367174,4.17923838376731,7.35944988964989,4.1411724387493,5.99879208210282,3.86819436653619,4.17910698472668,7.3614704475253,0.862605268383691,0.663081360375392,3.58381473063839,0.95115947488741,0.76573641532969,3.99687088406968,yaw_z,-142.321391219792,0.0717824240509268,987,trajectories/t3_f2_a3/z/aligned_quaternions.csv,trajectories/t3_f2_a3/z/aligned_quaternions.mat,t3_f2_A3_wst.txt,t3_f2_A3_wst.mat
muse_z_k009_t3_f3_a1,t3_f3_A1,z,9,410,410,0,1,1,3.272,0.845031909913163,0.931701448880979,1.83050493771358,0.794508114586887,1.55968189029007,0.845128106803166,0.931892158801061,1.83096038194823,0.287510550488836,0.288310126795097,0.660497728039434,0.365597480672025,0.332837996899053,0.789699271744257,yaw_z,-69.5520232314962,-2.91466994400255,407,trajectories/t3_f3_a1/z/aligned_quaternions.csv,trajectories/t3_f3_a1/z/aligned_quaternions.mat,t3_f3_A1_wst.txt,t3_f3_A1_wst.mat
muse_z_k010_t3_f3_a2,t3_f3_A2,z,10,438,438,0,1,1,3.496,0.950583615692668,1.07134685518881,3.77846335936978,0.859178430752991,2.09379202788088,0.950715682504879,1.07150250489622,3.77888812116251,0.424258079519799,0.162684524208394,0.723648208500715,0.521619483981914,0.191976976228792,0.915883201424419,yaw_z,-145.582345967791,40.1520225615856,434,trajectories/t3_f3_a2/z/aligned_quaternions.csv,trajectories/t3_f3_a2/z/aligned_quaternions.mat,t3_f3_A2_wst.txt,t3_f3_A2_wst.mat
muse_z_k011_t3_f3_a3,t3_f3_A3,z,11,393,393,0,1,1,3.136,0.838653922425815,0.896375483321087,2.97378531461357,0.862328311453055,1.23231766030336,0.838695433354968,0.896452448214137,2.97683446686651,0.472170704574649,0.270135786101392,0.507958669949715,0.560848881723339,0.306319109329193,0.628574691049968,yaw_z,-137.778978682231,-25.6574692294117,391,trajectories/t3_f3_a3/z/aligned_quaternions.csv,trajectories/t3_f3_a3/z/aligned_quaternions.mat,t3_f3_A3_wst.txt,t3_f3_A3_wst.mat
muse_z_k012_t4_10,t4_10,z,12,17556,17556,0,1,1,140.44,3.4667608023367,3.84752947671334,6.27818045232087,3.80851503245993,5.5950219674871,3.46502296473624,3.84475987988239,6.25566363339833,1.94971449609276,2.4075750614041,0.252103056403422,2.37767344596727,3.01002135886259,0.299872435730986,pitch_y,-118.752303821885,4.16192816345697,17118,trajectories/t4_10/z/aligned_quaternions.csv,trajectories/t4_10/z/aligned_quaternions.mat,t4_10_wst.txt,t4_10_wst.mat
muse_z_k013_t4_110,t4_110,z,13,1477,1477,0,1,1,11.808,4.65202310084672,4.83693424806881,6.48288681754418,5.04700620087356,6.16024795779299,4.64683272454502,4.82815723191368,6.41660751703616,2.06405394160663,2.90034703209996,2.2670667510321,2.4690066137811,3.39888282237471,2.39740168119828,pitch_y,-101.817982026339,32.4685401408481,1475,trajectories/t4_110/z/aligned_quaternions.csv,trajectories/t4_110/z/aligned_quaternions.mat,t4_110_wst.txt,t4_110_wst.mat
muse_z_k014_t4_130,t4_130,z,14,1244,1244,0,1,1,9.944,4.35645454570033,4.54239836043817,6.51550897537565,4.61681942115479,5.9172743058999,4.34690526455573,4.52884232301242,6.4429043451404,1.76644486039372,2.56340846268107,2.41270599360206,2.17979565094545,3.12318405393896,2.47539797815464,pitch_y,-110.092973619351,39.4103456473966,1241,trajectories/t4_130/z/aligned_quaternions.csv,trajectories/t4_130/z/aligned_quaternions.mat,t4_130_wst.txt,t4_130_wst.mat
muse_z_k016_t4_30,t4_30,z,16,2153,5730,3577,0.375741710296684,0,17.216,3.37713783098135,3.69801097522159,5.78595379963047,3.676132792663,5.21934382509912,3.37477886226805,3.6938435904857,5.75899669504855,1.58599608162451,2.52275146863021,0.619184520970386,2.02936209733041,3.02684774404678,0.628623404859343,pitch_y,-105.427284060712,15.6113959956173,2152,trajectories/t4_30/z/aligned_quaternions.csv,trajectories/t4_30/z/aligned_quaternions.mat,t4_30_wst.txt,t4_30_wst.mat
muse_z_k017_t4_50,t4_50,z,17,3341,3341,0,1,1,26.72,3.60009286237666,3.91042816736947,6.00826411843587,4.00999003250977,5.34787294672236,3.5950958836759,3.90298026615002,5.97394997757513,1.86797138004296,2.52597528235302,0.845749271960943,2.2882456260368,3.05296855429564,0.857183418856233,pitch_y,-114.802942049186,18.8104069898661,3337,trajectories/t4_50/z/aligned_quaternions.csv,trajectories/t4_50/z/aligned_quaternions.mat,t4_50_wst.txt,t4_50_wst.mat
muse_z_k018_t4_70,t4_70,z,18,2321,2321,0,1,1,18.56,3.72631210555335,4.01849182468904,5.92153171272569,4.06364386659247,5.46547906035138,3.7202455396851,4.00931937646468,5.89106359843618,1.81379554637039,2.56147081227706,1.1930983349252,2.22950136929522,3.11357969612693,1.21787588253875,pitch_y,-112.609253326478,24.5659285917658,2307,trajectories/t4_70/z/aligned_quaternions.csv,trajectories/t4_70/z/aligned_quaternions.mat,t4_70_wst.txt,t4_70_wst.mat
muse_z_k019_t4_90,t4_90,z,19,1810,1810,0,1,1,14.472,3.97894192851275,4.24891208998198,10.565180493394,4.23146357107763,5.61440963122862,3.97088963930749,4.23678886456497,10.5329012635469,1.81629795026532,2.55052937025999,1.75346947263172,2.23404489324722,3.09444997022131,1.86726450861905,pitch_y,-110.580423922663,32.0883843129844,1808,trajectories/t4_90/z/aligned_quaternions.csv,trajectories/t4_90/z/aligned_quaternions.mat,t4_90_wst.txt,t4_90_wst.mat
muse_z_k020_t5,t5,z,20,3383,3383,0,1,1,27.056,0.364876834855796,0.397160223658201,0.867133855657429,0.40385297284266,0.597822245321844,0.36486414925741,0.397147193568917,0.867308713348411,0.266148503322381,0.121249545396479,0.123617517787727,0.325398261117131,0.156973955250959,0.164958759364421,roll_x,-156.495670439711,6.44038343029878,3344,trajectories/t5/z/aligned_quaternions.csv,trajectories/t5/z/aligned_quaternions.mat,t5_wst.txt,t5_wst.mat
muse_z_k021_t7x_a1_w1,t7x_a1_w1,z,21,2616,2616,0,1,1,20.92,2.83131360425016,3.35077173047445,12.0024267989903,2.37354724646978,6.29118701694446,2.83132927883215,3.35126751599993,12.0024743292392,1.03589403824638,0.737366352079595,2.25012483868912,1.43411912817889,0.922227012126454,2.88452263885074,yaw_z,-109.655520318516,-7.93210616511494,2536,trajectories/t7x_a1_w1/z/aligned_quaternions.csv,trajectories/t7x_a1_w1/z/aligned_quaternions.mat,t7x_a1_w1_wst.txt,t7x_a1_w1_wst.mat
muse_z_k022_t7x_a1_w3,t7x_a1_w3,z,22,2608,2608,0,1,1,20.856,3.29080628086156,3.65239189517606,11.0732221888836,3.22268747399056,6.32358792893204,3.29252736677732,3.65450435654014,11.0755978238773,1.12119230454667,0.605839989625559,2.7778954729525,1.3428043804316,0.803632110452575,3.30015429683083,yaw_z,-132.868296470954,-3.74837284057984,2530,trajectories/t7x_a1_w3/z/aligned_quaternions.csv,trajectories/t7x_a1_w3/z/aligned_quaternions.mat,t7x_a1_w3_wst.txt,t7x_a1_w3_wst.mat
muse_z_k023_t7x_a3_w1,t7x_a3_w1,z,23,1688,1688,0,1,1,13.496,3.70747186629342,4.30254599103241,12.1197018220128,3.12252014076756,8.12975173074225,3.71081533445249,4.30871545312942,12.1938597934869,1.42335384971388,0.347904426742034,3.19044662537923,1.84560760385885,0.498445905797114,3.85450207634158,yaw_z,-95.3978206126683,-26.1431136477671,1680,trajectories/t7x_a3_w1/z/aligned_quaternions.csv,trajectories/t7x_a3_w1/z/aligned_quaternions.mat,t7x_a3_w1_wst.txt,t7x_a3_w1_wst.mat
muse_z_k024_t7x_a3_w3,t7x_a3_w3,z,24,1621,1621,0,1,1,12.96,3.27579215328061,3.52324172140813,6.91428990318859,3.07626794263871,5.85697036832128,3.27763262468053,3.52563026567728,6.91288766752549,1.18277879026686,0.534324661858686,2.63690997689069,1.52244947383151,0.723984135614039,3.09373993711176,yaw_z,37.2945228715426,-24.7106356839997,1619,trajectories/t7x_a3_w3/z/aligned_quaternions.csv,trajectories/t7x_a3_w3/z/aligned_quaternions.mat,t7x_a3_w3_wst.txt,t7x_a3_w3_wst.mat
muse_z_k025_t7y_a1_w1,t7y_a1_w1,z,25,2651,2651,0,1,1,21.2,3.79062730546683,4.25149604294745,10.0945054386096,3.34746152329436,6.79134413596131,3.79022773605113,4.25072141450442,10.1207434623926,1.02604870374107,0.947676844281128,3.28007601288158,1.18202148023387,1.34232141279302,3.85696993094592,yaw_z,133.307693341084,-23.2244176374671,2630,trajectories/t7y_a1_w1/z/aligned_quaternions.csv,trajectories/t7y_a1_w1/z/aligned_quaternions.mat,t7y_a1_w1_wst.txt,t7y_a1_w1_wst.mat
muse_z_k026_t7y_a1_w3,t7y_a1_w3,z,26,2967,2967,0,1,1,23.728,4.36373422588536,4.87889234742387,10.5719878171392,3.95121621901641,8.08066071659615,4.35560221734733,4.86751411966761,10.5742530474879,2.21801036169429,1.26101020375773,3.00295152911257,2.76979073643541,1.61091781982987,3.67923818090951,yaw_z,118.083246237313,-9.98929442936038,2953,trajectories/t7y_a1_w3/z/aligned_quaternions.csv,trajectories/t7y_a1_w3/z/aligned_quaternions.mat,t7y_a1_w3_wst.txt,t7y_a1_w3_wst.mat
muse_z_k027_t7y_a3_w1,t7y_a3_w1,z,27,1649,1649,0,1,1,13.184,3.29963878261072,3.7488682169702,9.55881153582358,3.01949058713322,6.8018164259374,3.29738899215414,3.74603564706663,9.5580234716893,0.684540064955283,1.02136771337402,2.80729996797137,0.814343748165794,1.40193180081111,3.38015449260935,yaw_z,147.798349866939,-13.24015159846,1635,trajectories/t7y_a3_w1/z/aligned_quaternions.csv,trajectories/t7y_a3_w1/z/aligned_quaternions.mat,t7y_a3_w1_wst.txt,t7y_a3_w1_wst.mat
muse_z_k028_t7y_a3_w3,t7y_a3_w3,z,28,1700,1700,0,1,1,13.592,7.08624343905843,7.48546223264418,11.810802921133,7.55680682513342,10.75085692216,7.02997881854481,7.41879054385631,11.6347765434446,3.45882548266169,4.59347163012858,3.35772727719054,4.02088202961195,4.99610662302762,3.86051436360825,pitch_y,105.939580318474,-11.9685561274525,1698,trajectories/t7y_a3_w3/z/aligned_quaternions.csv,trajectories/t7y_a3_w3/z/aligned_quaternions.mat,t7y_a3_w3_wst.txt,t7y_a3_w3_wst.mat
